"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2926","Verify Successful Login","","2026-03-30","passed","2026-03-30","Nucleus One Login Tests","login.spec.js","",""
